track_name,artist,album,release_date,popularity,spotify_url,id,duration_min,energy,valence,danceability,acousticness,instrumentalness,liveness,speechiness,tempo,loudness
All The Stars (with SZA),Kendrick Lamar,Black Panther The Album Music From And Inspired By,2018-02-09,95,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,3GCdLUSnKSMJhs4Tj6CV3s,3.8697666666666666,0.8007253630135722,0.5848959622031822,0.6011064777537908,0.5153484577250429,0.15064090205906996,0.14904574881107233,0.09350700362230416,96.22507856784419,-5.194840907894922
Starboy,The Weeknd,Starboy,2016-11-25,90,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,7MXVkk9YMctZqd1Srtv4MB,3.840883333333333,0.5483698711840762,0.43234037915147705,0.5595842942632083,0.3827477885489215,0.2790436804452361,0.14406169310500622,0.07679942226519633,100.17829743346536,-4.000751285062722
Señorita,Shawn Mendes,Señorita,2019-06-21,80,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,0TK2YIli7K1leLovkQiNik,3.1826666666666665,0.8500296688517093,0.49129015231938455,0.7362558967897916,0.7178205276389874,0.15466425130737485,0.09640081049934641,0.1318426175644538,110.80537759395979,-2.252333907648479
Heat Waves,Glass Animals,Dreamland,2020-08-07,87,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp,3USxtqRwSYz57Ewm6wWRMp,3.980083333333333,0.8986830922475384,0.7291510047499832,0.7125059722487108,0.0,0.5477663332828848,0.23141795143870003,0.11640399064470358,121.22627790922168,-6.960771926075123
Let Me Love You,DJ Snake,Encore,2016-08-05,87,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU,0lYBSQXN6rCTvUZvg9S0lU,3.432433333333333,0.3781951093394293,0.5903492457125501,0.4308761585548042,0.14912389044859653,0.3859574904940837,0.2081575425245711,0.0,98.25626746820359,-8.148776995481452
La La La,Naughty Boy,La La La,2013-01-01,77,https://open.spotify.com/track/52gvlDnre9craz9dKGObp8,52gvlDnre9craz9dKGObp8,3.67965,0.47437057536108423,0.654227638209185,0.8502367465739862,0.11529748906706756,0.03849444705659688,0.0,0.1127145322657074,127.08599743577129,-13.746082644289928
Apocalypse,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,73,https://open.spotify.com/track/0yc6Gst2xkRu0eMLeRMGCX,0yc6Gst2xkRu0eMLeRMGCX,4.8436,0.7235267364860855,0.7226751652424688,0.6392446541483453,0.0,0.036394513238586154,0.0,0.01979123542975498,91.6957707859006,-6.3615605555177
Good For You,Selena Gomez,Revival (Deluxe),2015-10-09,80,https://open.spotify.com/track/5xdVqHtFS0eLuNp4Z8Wbpa,5xdVqHtFS0eLuNp4Z8Wbpa,3.688,0.6580247869847021,0.5000091049657993,0.4736159406166009,0.49137046099001336,0.19393934389707065,0.23096213438469052,0.0,90.51568312511792,-9.433819561587544
Baby,Justin Bieber,My World 2.0,2010-01-01,84,https://open.spotify.com/track/6epn3r7S14KUqlReYr77hA,6epn3r7S14KUqlReYr77hA,3.570666666666667,0.7201716679361023,0.7529725341419945,0.8686912375835956,0.15250395383400467,0.0,0.08216562854465584,0.06869159537758618,114.49429309119623,-7.238117270264936
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),2017-04-20,88,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml,7JJmb5XwzOO8jgpou264Ml,3.324,0.5778953920039573,0.6740670222444476,0.777086496654947,0.3988253270212393,0.33325766130649737,0.21624493861203886,0.10465826654180069,113.78563432558151,-12.58874324242634
Believer,Imagine Dragons,Evolve,2017-06-23,88,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0pqnGHJpmpxLKifKRmU6WP,3.4057666666666666,0.8897349344425108,0.31906277036307557,0.4557495108524554,0.8038605093570017,0.17232010436871675,0.2737117893731026,0.0,98.5597836496169,-4.446973533187709
Love Me Like You Do,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),2018-02-09,81,https://open.spotify.com/track/0Cy7wt6IlRfBPHXXjmZbcP,0Cy7wt6IlRfBPHXXjmZbcP,4.225333333333333,0.8570128576538395,0.900812208699288,0.9656262374821276,0.13643134508562635,0.15129178217170658,0.02748565951133289,0.12227458502345309,113.00384227368983,-10.947628940803787
Summertime Sadness,Lana Del Rey,Born To Die - The Paradise Edition,2012-01-01,85,https://open.spotify.com/track/3BJe4B8zGnqEdQPMvfVjuS,3BJe4B8zGnqEdQPMvfVjuS,4.423783333333334,0.737143257517975,0.47746502235195654,0.7796244186007308,0.1132684553679941,0.2373907335541633,0.01061552945085778,0.125800330851896,113.70979272440577,-6.13228663451739
Treat You Better,Shawn Mendes,Illuminate,2017-04-20,86,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd,3QGsuHI8jO1Rx4JWLUh9jd,3.132883333333333,0.9302230048812838,0.2245388183127785,0.666926454157261,0.24667635171072055,0.4445659766738118,0.3809318018874354,0.08281857177796986,118.67621207563347,-9.098178749779944
Blinding Lights,The Weeknd,Blinding Lights,2020-09-11,63,https://open.spotify.com/track/6qYkmqFsXbj8CQjAdbYz07,6qYkmqFsXbj8CQjAdbYz07,3.334083333333333,0.764048588820524,0.3350388374985913,0.9152856505632803,0.4993891578344856,0.13419107043750106,0.22218849395549506,0.027942582186377088,124.33508141972034,-8.96463157248451
Jalebi Baby (Tesher x Jason Derulo),Tesher,Jalebi Baby (Tesher x Jason Derulo),2021-05-28,68,https://open.spotify.com/track/6FvSS3Goz7OC8oCC2eWqe8,6FvSS3Goz7OC8oCC2eWqe8,2.819233333333333,0.535533542246582,0.34547315743355167,0.6771837160338213,0.10316710449828884,0.07739192582572313,0.12969112119920748,0.021237319748642486,103.97991863654045,-4.32260243888502
